ID;Name;Club;CA;Age;Nati;Position;Division
14249;Thomas Vergara;Curicó Unido;82;20;CHI;GK;Chilean First Division
14250;Benjamín Ortiz;Curicó Unido;82;24;CHI;AM (RL), ST (C);Chilean First Division
14251;Yerko González;D. Copiapó;92;21;CHI;D (R), M (C);Chilean First Division
14252;Eduardo Villanueva;Colo Colo;81;18;CHI;GK;Chilean First Division
14261;Gerónimo Rulli;Ajax;138;31;ARG;GK;Eredivisie
14333;Walter Benítez;PSV;140;30;ARG;GK;Eredivisie
14309;Iñigo Córdoba;Fortuna Sittard;124;26;ESP;M (L), AM (RL), ST (C);Eredivisie
14477;Róber;N.E.C. Nijmegen;119;22;ESP;M (R), AM (RLC);Eredivisie
14481;Álvaro Peña;Almere City;113;31;ESP;M (C), AM (LC);Eredivisie
14573;Pascu;Almere City;100;23;ESP;DM, M (C);Eredivisie
14682;Sergi Rosanas;Sparta Rotterdam;96;22;ESP;D/WB (R);Eredivisie
14327;Olivier Boscagli;PSV;136;25;FRA;D (LC), WB (L), DM;Eredivisie
14344;Nicolas Isimat-Mirin;Vitesse;115;31;FRA;D (C);Eredivisie
14463;Arthur Zagré;Excelsior;114;21;FRA;D/WB/M/AM (L);Eredivisie
14466;Robin Maulun;FC Volendam;105;26;FRA;M (LC), AM (C);Eredivisie
14468;Loreintz Rosier;Fortuna Sittard;119;24;FRA;DM, M (C);Eredivisie
14485;Loïc Mbe Soh;Almere City;110;22;FRA;D (C);Eredivisie
14501;Amine Boutrah;Vitesse;112;22;FRA;M (L), AM (RLC), ST (C);Eredivisie
14577;Yoann Cathline;Almere City;110;20;FRA;AM (RL);Eredivisie
14590;Théo Barbet;Almere City;102;22;FRA;D (LC);Eredivisie
14627;Thomas Robinet;Almere City;108;26;FRA;AM (C), ST (C);Eredivisie
14639;Mouhamed Belkheir;Fortuna Sittard;103;24;FRA;AM (RLC), ST (C);Eredivisie
14641;Yann Kitala;Almere City;110;25;FRA;AM (RL), ST (C);Eredivisie
14778;Brayann Pereira;N.E.C. Nijmegen;98;20;FRA;D/WB (R);Eredivisie
14892;Axel Guessand;FC Volendam;106;18;FRA;D (LC);Eredivisie
15047;Daouda Weidmann;RKC Waalwijk;88;20;FRA;M/AM (C);Eredivisie
15179;Stijn Keller;Almere City;83;23;SUI;GK;Eredivisie
14308;Thomas Lam;PEC Zwolle;121;29;FIN;D (RLC), DM;Eredivisie
14262;Hirving Lozano;PSV;138;27;MEX;AM (RL), ST (C);Eredivisie
14311;Santiago Giménez;Feyenoord;141;22;MEX;ST (C);Eredivisie
14388;Emil Hansson;Heracles Almelo;120;25;SWE;M/AM (RLC);Eredivisie
14402;Patrik Wålemark;sc Heerenveen;124;21;SWE;M (R), AM (RLC);Eredivisie
14413;Kristoffer Peterson;Fortuna Sittard;116;28;SWE;M/AM (RL);Eredivisie
14478;Simon Olsson;sc Heerenveen;123;25;SWE;DM, M/AM (C);Eredivisie
14491;Mayckel Lahdo;AZ;127;20;SWE;M/AM (RL);Eredivisie
14549;Victor Edvardsen;Go Ahead Eagles;111;27;SWE;AM (RL), ST (C);Eredivisie
14621;Oscar Uddenäs;Excelsior;108;20;SWE;M (R), AM (RL);Eredivisie
14623;Isac Lidberg;FC Utrecht;102;24;SWE;ST (C);Eredivisie
14630;Casper Widell;Excelsior;102;20;SWE;D (C);Eredivisie
14699;Richie Omorowa;Excelsior;100;19;SWE;M (R), AM (RL), ST (C);Eredivisie
14855;Jayson Ezeb;Feyenoord;80;16;SWE;AM (L), ST (C);Eredivisie
14887;Gustav Arcos Sundqvist;FC Utrecht;77;16;SWE;M (L), AM (RL);Eredivisie
15085;Joel Voelkerling Persson;Vitesse;95;20;SWE;ST (C);Eredivisie
15134;Wilmer Olofsson;AZ;75;17;SWE;D (C);Eredivisie
14281;Armel Bella-Kotchap;PSV;131;21;GER;D (C);Eredivisie
14325;Lennart Thy;PEC Zwolle;122;31;GER;AM (RL), ST (C);Eredivisie
14330;Timon Wellenreuther;Feyenoord;131;27;GER;GK;Eredivisie
14332;Lars Unnerstall;FC Twente;139;32;GER;GK;Eredivisie
14337;Mats Köhlert;sc Heerenveen;116;25;GER;D/WB/M/AM (L);Eredivisie
14362;Can Bozdogan;FC Utrecht;127;22;GER;DM, M/AM (C);Eredivisie
14371;Mario Engels;Heracles Almelo;118;29;GER;AM (RLC), ST (C);Eredivisie
14395;Lennart Czyborra;PEC Zwolle;112;24;GER;D/WB (L);Eredivisie
14421;Markus Schubert;Vitesse;108;25;GER;GK;Eredivisie
14423;Tim Handwerker;FC Utrecht;118;25;GER;D/WB (L);Eredivisie
14460;Gerrit Nauber;Go Ahead Eagles;115;31;GER;D (C);Eredivisie
14488;Arianit Ferati;Fortuna Sittard;110;25;GER;M (RL), AM (RLC);Eredivisie
14519;Sadik Fofana;Fortuna Sittard;106;20;GER;D (C), DM;Eredivisie
14578;Luis Görlich;PEC Zwolle;105;23;GER;D (RL), WB/M (R);Eredivisie
14595;Jannes Wieckhoff;Heracles Almelo;103;22;GER;D/WB/M (R);Eredivisie
14596;Sven Sonnenberg;Heracles Almelo;105;24;GER;D (C);Eredivisie
14655;Lasse Wehmeyer;Heracles Almelo;100;21;GER;M (L), AM (RL);Eredivisie
14798;Zakaria Marjane;sc Heerenveen;81;17;GER;M (C), AM (LC);Eredivisie
14826;Hasip Korkmazyürek;Fortuna Sittard;71;20;GER;DM, M/AM (C);Eredivisie
15059;Luka Olic;Vitesse;76;18;GER;ST (C);Eredivisie
15140;Frederick Wolff;Fortuna Sittard;75;16;GER;GK;Eredivisie
14266;Sergiño Dest;PSV;138;22;USA;D/WB (RL);Eredivisie
14289;Taylor Booth;FC Utrecht;126;22;USA;M/AM (RC);Eredivisie
14301;Malik Tillman;PSV;136;21;USA;M (C), AM (RLC), ST (C);Eredivisie
14419;Paxten Aaronson;Vitesse;116;19;USA;M (C), AM (RLC);Eredivisie
14494;Richard Ledezma;PSV;106;22;USA;M/AM (C);Eredivisie
14637;Anthony Fontana;PEC Zwolle;97;23;USA;M/AM (C);Eredivisie
14777;Zach Booth;FC Volendam;100;19;USA;M/AM (C);Eredivisie
14982;Paulo Rudisill;Feyenoord;78;17;USA;M/AM (C), ST (C);Eredivisie
15130;Deni Redzic;N.E.C. Nijmegen;70;17;USA;GK;Eredivisie
14387;Przemysław Tytoń;FC Twente;116;36;POL;GK;Eredivisie
14398;Paweł Bochniewicz;sc Heerenveen;117;27;POL;D (C);Eredivisie
14548;Kacper Kozłowski;Vitesse;108;19;POL;M/AM (C);Eredivisie
14784;Jan Faberski;Ajax;85;17;POL;AM (RLC);Eredivisie
14335;Yukinari Sugawara;AZ;141;23;JPN;D/WB/M/AM (R);Eredivisie
14346;Ayase Ueda;Feyenoord;125;24;JPN;ST (C);Eredivisie
14380;Koki Saito;Sparta Rotterdam;120;21;JPN;AM (LC);Eredivisie
14605;Kodai Sano;N.E.C. Nijmegen;108;19;JPN;M (C), AM (RLC);Eredivisie
14276;Johan Bakayoko;PSV;135;20;BEL;AM (RL);Eredivisie
14366;Othmane Boussaid;FC Utrecht;124;23;BEL;M/AM (LC);Eredivisie
14383;Arno Verschueren;Sparta Rotterdam;123;26;BEL;DM, M/AM (C);Eredivisie
14396;Dario Van Den Buijs;RKC Waalwijk;112;27;BEL;D (C), DM, M (C);Eredivisie
14451;Philippe Rommens;Go Ahead Eagles;113;25;BEL;M/AM (C);Eredivisie
14459;Shawn Adewoye;RKC Waalwijk;115;23;BEL;D (C);Eredivisie
14486;Siebe Horemans;Excelsior;115;25;BEL;D (RC), WB (R), DM;Eredivisie
14487;Anas Tahiri;sc Heerenveen;112;28;BEL;M (C);Eredivisie
14535;Zakaria Bakkali;RKC Waalwijk;110;27;BEL;M (L), AM (RL);Eredivisie
14546;Mika Godts;Ajax;105;18;BEL;AM (RLC);Eredivisie
14553;Cisse Sandra;Excelsior;110;19;BEL;M/AM (C);Eredivisie
14556;Bryan Limbombe;Heracles Almelo;112;22;BEL;AM (L), ST (C);Eredivisie
14557;Thierry Lutonda;RKC Waalwijk;110;22;BEL;D/WB/M/AM (L);Eredivisie
14560;Anthony Descotte;FC Utrecht;111;19;BEL;AM (RL), ST (C);Eredivisie
14580;Ethan Butera;Ajax;99;17;BEL;D (C), DM;Eredivisie
14593;Alec Van Hoorenbeeck;FC Twente;107;24;BEL;D (LC), WB (L);Eredivisie
14594;Brian De Keersmaecker;Heracles Almelo;111;23;BEL;DM, M/AM (C);Eredivisie
14610;Jacky Donkor;Excelsior;102;24;BEL;M/AM (RL), ST (C);Eredivisie
14612;Sofiane Et-Taïbi;Fortuna Sittard;67;19;BEL;D (C);Eredivisie
14635;Thibo Baeten;Go Ahead Eagles;96;21;BEL;AM (C), ST (C);Eredivisie
14646;Rayane Bounida;Ajax;97;17;BEL;AM (RLC);Eredivisie
14650;Renzo Tytens;PSV;85;18;BEL;D/WB/M (L);Eredivisie
14671;Jens Heylen;PSV;81;16;BEL;GK;Eredivisie
14684;Chris Lokesa;RKC Waalwijk;104;18;BEL;M/AM (C);Eredivisie
14695;Enzo Geerts;PSV;89;18;BEL;M/AM (C);Eredivisie
14703;Daan van den Brande;PSV;70;17;BEL;GK;Eredivisie
14713;Xander Blomme;Go Ahead Eagles;95;21;BEL;DM, M (C);Eredivisie
14752;Milan Corryn;Almere City;95;24;BEL;AM (RLC);Eredivisie
14757;Jordy Bawuah;PSV;84;16;BEL;M (C), AM (RLC);Eredivisie
14935;Nicolas Verkooijen;PSV;75;16;BEL;AM (C);Eredivisie
14950;Yarin Shyovitz;sc Heerenveen;60;17;ISR;DM, M (C);Eredivisie
14268;Josip Šutalo;Ajax;142;23;CRO;D (C);Eredivisie
14273;Borna Sosa;Ajax;135;25;CRO;D/WB/M (L);Eredivisie
14278;Alen Halilović;Fortuna Sittard;119;27;CRO;M/AM (RC);Eredivisie
14294;Luka Ivanušec;Feyenoord;128;24;CRO;M/AM (RLC);Eredivisie
14377;Jakov Medić;Ajax;126;24;CRO;D (C), DM;Eredivisie
14531;Dominik Oroz;Vitesse;108;22;CRO;D (C);Eredivisie
14393;Marcos López;Feyenoord;123;23;PER;D/WB/M (L);Eredivisie
14260;Jordan Henderson;Ajax;145;33;ENG;DM, M (C);Eredivisie
14389;Chuba Akpom;Ajax;133;27;ENG;AM (C), ST (C);Eredivisie
14484;CJ Egan-Riley;PSV;105;20;ENG;D (RC), DM;Eredivisie
14523;George Cox;FC Volendam;108;25;ENG;D/WB (L);Eredivisie
14619;Charlie Webster;sc Heerenveen;107;19;ENG;DM, M/AM (LC);Eredivisie
14626;Josh Flint;FC Volendam;107;22;ENG;D (LC), WB (L);Eredivisie
14642;Tommy Setford;Ajax;92;17;ENG;GK;Eredivisie
14675;Darius Johnson;FC Volendam;90;23;ENG;M/AM (RL);Eredivisie
14754;Adrian Blake;FC Utrecht;87;17;ENG;AM (L);Eredivisie
14293;Gernot Trauner;Feyenoord;141;31;AUT;D (RC);Eredivisie
14422;Samuel Sahin-Radlinger;Almere City;115;30;AUT;GK;Eredivisie
14338;Osame Sahraoui;sc Heerenveen;128;22;NOR;AM (LC);Eredivisie
14375;Tobias Lauritsen;Sparta Rotterdam;125;25;NOR;ST (C);Eredivisie
14392;Sivert Mannsverk;Ajax;135;21;NOR;DM, M (C);Eredivisie
14414;David Møller Wolfe;AZ;125;21;NOR;D/WB/M/AM (L);Eredivisie
14418;Mathias Kjølø;FC Twente;121;22;NOR;DM, M/AM (C);Eredivisie
14427;Oliver Edvardsen;Go Ahead Eagles;117;24;NOR;M/AM (RL);Eredivisie
14444;Joshua Kitolano;Sparta Rotterdam;120;21;NOR;DM, M (C);Eredivisie
14446;Fredrik Oppegård;Heracles Almelo;109;20;NOR;D/WB/M (L);Eredivisie
14479;Lars Olden Larsen;N.E.C. Nijmegen;116;24;NOR;AM (RLC);Eredivisie
14504;Oliver Johansen Braude;sc Heerenveen;111;19;NOR;D/WB (R), DM, M (RC);Eredivisie
14532;Daniel Karlsbakk;sc Heerenveen;103;20;NOR;M (L), AM (RL), ST (C);Eredivisie
14571;Kornelius Hansen;Almere City;105;22;NOR;AM (RLC), ST (C);Eredivisie
15210;Sander Holseter-Karlsen;sc Heerenveen;62;18;NOR;D (C);Eredivisie
14307;Filip Krastev;PEC Zwolle;114;21;BUL;M/AM (C);Eredivisie
14897;Martin Tsankov;Vitesse;73;16;BUL;GK;Eredivisie
14298;Younes Namli;PEC Zwolle;118;29;DEN;M/AM (RLC);Eredivisie
14315;Lasse Schöne;N.E.C. Nijmegen;121;37;DEN;DM, M/AM (C);Eredivisie
14412;Nikolai Laursen;Heracles Almelo;112;25;DEN;AM (RLC), ST (C);Eredivisie
14415;Niklas Vesterlund;FC Utrecht;120;24;DEN;D (RLC), WB (RL);Eredivisie
14447;Oskar Buur;FC Volendam;107;25;DEN;D/WB/M (R);Eredivisie
14470;Mathias Ross;N.E.C. Nijmegen;110;22;DEN;D (C);Eredivisie
14472;Oscar Fraulo;FC Utrecht;116;19;DEN;DM, M/AM (C);Eredivisie
14497;Victor Jensen;FC Utrecht;119;23;DEN;M (C), AM (RC);Eredivisie
14530;Jakob Breum;Go Ahead Eagles;107;19;DEN;M (L), AM (RL);Eredivisie
14567;Jeppe Okkels;FC Utrecht;122;23;DEN;M/AM (L);Eredivisie
14688;Søren Tengstedt;Go Ahead Eagles;113;23;DEN;AM (RC), ST (C);Eredivisie
15148;Lasse Abildgaard;Ajax;75;16;DEN;M (R), AM (RLC);Eredivisie
15165;Victor Dedes;PEC Zwolle;79;20;DEN;D (LC), WB (L);Eredivisie
15172;Mikkel Markdal;PSV;72;17;DEN;GK;Eredivisie
14312;Vangelis Pavlidis;AZ;143;24;GRE;AM (LC), ST (C);Eredivisie
14361;Vasilis Barkas;FC Utrecht;131;29;GRE;GK;Eredivisie
14374;Kostas Lamprou;Feyenoord;109;31;GRE;GK;Eredivisie
14500;Dimitris Siovas;Fortuna Sittard;123;34;GRE;D (C);Eredivisie
14533;Apostolos Vellios;PEC Zwolle;104;31;GRE;ST (C);Eredivisie
14534;Lazaros Lamprou;Excelsior;108;25;GRE;M (RL), AM (RLC);Eredivisie
14715;Aventis Aventisian;Go Ahead Eagles;90;20;GRE;D/WB (L);Eredivisie
14829;Zois Karargyris;FC Utrecht;80;15;GRE;ST (C);Eredivisie
15110;Theodoros Delianidis;PEC Zwolle;58;17;GRE;AM (C);Eredivisie
14611;Charles Andreas Brym;Sparta Rotterdam;107;24;CAN;AM (RLC), ST (C);Eredivisie
14517;Jamal Amofa;Go Ahead Eagles;110;24;GHA;D (RLC);Eredivisie
14582;Ibrahim Sadiq;AZ;125;23;GHA;AM (RL), ST (C);Eredivisie
14329;Dávid Hancko;Feyenoord;142;25;SVK;D (LC);Eredivisie
14498;Leo Sauer;Feyenoord;114;17;SVK;M (RL), AM (RLC);Eredivisie
15173;Alex Kiš;FC Utrecht;68;16;SVK;D/WB (L);Eredivisie
14331;Mauro Júnior;PSV;134;24;BRA;D (L), WB (RL), M (L), AM (LC);Eredivisie
14367;André Ramalho;PSV;131;31;BRA;D (C), DM;Eredivisie
14405;Igor Paixão;Feyenoord;130;23;BRA;AM (RL), ST (C);Eredivisie
14568;Rodrigo Guth;Fortuna Sittard;109;22;BRA;D (C), DM;Eredivisie
14722;Metinho;Sparta Rotterdam;92;20;BRA;DM, M (C);Eredivisie
15168;Diego Gustavo;FC Volendam;85;19;BRA;M/AM (C);Eredivisie
14654;Irakli Yegoian;FC Twente;92;19;GEO;M/AM (C);Eredivisie
14433;Kristijan Belić;AZ;130;22;SRB;DM, M (C);Eredivisie
14454;Sava Čestić;Heracles Almelo;110;22;SRB;D (C);Eredivisie
14524;Marko Lazetić;Fortuna Sittard;106;19;SRB;ST (C);Eredivisie
14932;Bendegúz Kovács;Ajax;75;16;HUN;ST (C);Eredivisie
15142;Krisztián Kovács;Sparta Rotterdam;60;16;HUN;M/AM (C);Eredivisie
14263;Luuk de Jong;PSV;143;32;NED;ST (C);Eredivisie
14264;Steven Berghuis;Ajax;144;31;NED;M (R), AM (RLC), ST (C);Eredivisie
14267;Bas Dost;N.E.C. Nijmegen;124;34;NED;ST (C);Eredivisie
14269;Noa Lang;PSV;145;24;NED;AM (RL);Eredivisie
14270;Steven Bergwijn;Ajax;148;25;NED;M (RL), AM (RLC), ST (C);Eredivisie
14271;Lutsharel Geertruida;Feyenoord;146;22;NED;D (RC), WB (R), DM;Eredivisie
14272;Riechedly Bazoer;AZ;128;26;NED;D (C), DM, M (C);Eredivisie
14275;Justin Bijlow;Feyenoord;143;25;NED;GK;Eredivisie
14277;Bruno Martins Indi;AZ;123;31;NED;D (LC);Eredivisie
14279;Jasper Cillessen;N.E.C. Nijmegen;125;34;NED;GK;Eredivisie
14280;Kenneth Taylor;Ajax;135;21;NED;DM, M/AM (C);Eredivisie
14282;Joey Veerman;PSV;140;24;NED;DM, M/AM (C);Eredivisie
14285;Calvin Stengs;Feyenoord;135;24;NED;M (R), AM (RC);Eredivisie
14286;Jordan Teze;PSV;137;23;NED;D (RC), WB (R);Eredivisie
14287;Jerdy Schouten;PSV;141;26;NED;DM, M (C);Eredivisie
14288;Marco van Ginkel;Vitesse;120;30;NED;M/AM (C);Eredivisie
14290;Devyne Rensch;Ajax;130;20;NED;D (RLC), WB (R);Eredivisie
14291;Quilindschy Hartman;Feyenoord;137;21;NED;D/WB (L);Eredivisie
14292;Brian Brobbey;Ajax;135;21;NED;ST (C);Eredivisie
14295;Myron Boadu;FC Twente;128;22;NED;AM (RL), ST (C);Eredivisie
14296;Sam Lammers;FC Utrecht;118;26;NED;AM (R), ST (C);Eredivisie
14299;Nick Viergever;FC Utrecht;119;33;NED;D (LC), WB (L), DM;Eredivisie
14300;Jordy Clasie;AZ;137;32;NED;D (C), DM, M (C);Eredivisie
14302;Andries Noppert;sc Heerenveen;127;29;NED;GK;Eredivisie
14304;Quinten Timber;Feyenoord;136;22;NED;D (C), DM, M/AM (C);Eredivisie
14305;Bram Nuytinck;N.E.C. Nijmegen;124;33;NED;D (C);Eredivisie
14306;Bart Ramselaar;FC Utrecht;121;27;NED;M (C), AM (LC);Eredivisie
14310;Michel Vlap;FC Twente;127;26;NED;M/AM (C);Eredivisie
14313;Remko Pasveer;Ajax;129;39;NED;GK;Eredivisie
14316;Jeffrey Bruma;RKC Waalwijk;110;31;NED;D (C);Eredivisie
14317;Davy Pröpper;Vitesse;114;31;NED;M/AM (C);Eredivisie
14318;Bram van Polen;PEC Zwolle;119;37;NED;D (RLC), WB (RL);Eredivisie
14319;Marko Vejinović;Heracles Almelo;108;33;NED;DM, M/AM (C);Eredivisie
14320;Mitchell Dijks;Fortuna Sittard;119;30;NED;D/WB (L);Eredivisie
14321;Jetro Willems;Heracles Almelo;113;29;NED;D/WB (L);Eredivisie
14322;Sven van Beek;sc Heerenveen;118;28;NED;D (C);Eredivisie
14323;Joël Drommel;PSV;127;26;NED;GK;Eredivisie
14324;Guus Til;PSV;135;25;NED;M/AM (C);Eredivisie
14328;Mats Wieffer;Feyenoord;139;23;NED;D (C), DM, M (C);Eredivisie
14334;Sai van Wermeskerken;N.E.C. Nijmegen;109;29;NED;D (RL), WB/M (R);Eredivisie
14336;Mats Seuntjens;RKC Waalwijk;124;31;NED;M (LC), AM (RLC), ST (C);Eredivisie
14340;Jorrel Hato;Ajax;130;17;NED;D (LC), WB (L);Eredivisie
14341;Aaron Meijers;RKC Waalwijk;110;35;NED;D/WB/M (L);Eredivisie
14342;Dani de Wit;AZ;127;25;NED;M/AM (C), ST (C);Eredivisie
14343;Joshua Brenet;FC Twente;131;29;NED;D/WB (RL);Eredivisie
14345;Armando Obispo;PSV;133;24;NED;D (C), DM;Eredivisie
14347;Patrick van Aanholt;PSV;130;32;NED;D/WB/M (L);Eredivisie
14348;Jens Toornstra;FC Utrecht;116;34;NED;M/AM (RC);Eredivisie
14349;Sven Mijnans;AZ;132;23;NED;M/AM (C);Eredivisie
14350;Denso Kasius;AZ;126;20;NED;D/WB/M (R);Eredivisie
14351;Mitchell van Bergen;FC Twente;115;23;NED;M/AM (R);Eredivisie
14353;Robin Pröpper;FC Twente;126;29;NED;D (C);Eredivisie
14354;Bart Nieuwkoop;Feyenoord;120;27;NED;D/WB (R);Eredivisie
14355;Django Warmerdam;Sparta Rotterdam;121;27;NED;D/WB (L), DM, M (LC);Eredivisie
14356;Jordy Bruijn;Heracles Almelo;112;26;NED;DM, M/AM (LC);Eredivisie
14358;Nick Olij;Sparta Rotterdam;128;27;NED;GK;Eredivisie
14359;Mickey van der Hart;sc Heerenveen;111;29;NED;GK;Eredivisie
14360;Danny Post;Almere City;111;34;NED;DM, M (C);Eredivisie
14368;Jonathan de Guzmán;Sparta Rotterdam;114;35;NED;DM, M/AM (C);Eredivisie
14369;Branco van den Boomen;Ajax;131;27;NED;DM, M/AM (C);Eredivisie
14370;Gijs Smal;FC Twente;131;25;NED;D/WB (L);Eredivisie
14372;Che Nunnely;sc Heerenveen;112;24;NED;M (R), AM (RL);Eredivisie
14373;Ricky van Wolfswinkel;FC Twente;125;34;NED;AM (L), ST (C);Eredivisie
14376;Mark van der Maarel;FC Utrecht;118;33;NED;D (RLC), WB (R);Eredivisie
14378;Robert Mühren;FC Volendam;110;34;NED;AM (C), ST (C);Eredivisie
14382;Mees Hilgers;FC Twente;130;22;NED;D (C);Eredivisie
14384;Peer Koopmeiners;Almere City;114;23;NED;D (C), DM, M (C);Eredivisie
14385;Justin Hoogma;Heracles Almelo;114;25;NED;D (C);Eredivisie
14386;Philippe Sandler;N.E.C. Nijmegen;125;26;NED;D (C), DM;Eredivisie
14390;Hidde ter Avest;FC Utrecht;124;26;NED;D (RC), WB (R);Eredivisie
14391;Pelle van Amersfoort;sc Heerenveen;111;27;NED;M/AM (C), ST (C);Eredivisie
14394;Ruben van Bommel;AZ;129;18;NED;M (L), AM (RLC), ST (C);Eredivisie
14397;Sem Steijn;FC Twente;123;21;NED;M/AM (C);Eredivisie
14399;Kik Pierie;Excelsior;110;22;NED;D (LC), WB (L);Eredivisie
14400;Marouan Azarkan;FC Utrecht;117;21;NED;M/AM (RL);Eredivisie
14401;Jizz Hornkamp;Heracles Almelo;110;25;NED;M/AM (R), ST (C);Eredivisie
14403;Mees Hoedemakers;N.E.C. Nijmegen;119;25;NED;DM, M (C);Eredivisie
14406;Carel Eiting;FC Twente;120;25;NED;DM, M (C);Eredivisie
14408;Mike van der Hoorn;FC Utrecht;122;30;NED;D (C);Eredivisie
14409;Bart Vriends;Sparta Rotterdam;116;32;NED;D (C);Eredivisie
14411;Isaac Babadi;PSV;120;18;NED;M/AM (RLC);Eredivisie
14416;Mathijs Tielemans;Vitesse;114;21;NED;DM, M/AM (C);Eredivisie
14417;Youri Regeer;FC Twente;121;19;NED;D (RL), WB (R), DM, M (C);Eredivisie
14424;Pelle Clement;Sparta Rotterdam;117;27;NED;M (LC), AM (RLC);Eredivisie
14425;Ferdy Druijf;PEC Zwolle;116;25;NED;ST (C);Eredivisie
14426;Silvester van der Water;PEC Zwolle;111;26;NED;M/AM (R), ST (C);Eredivisie
14428;Ramon Hendriks;Vitesse;109;21;NED;D (LC);Eredivisie
14429;Dirk Proper;N.E.C. Nijmegen;117;21;NED;DM, M/AM (C);Eredivisie
14431;Evert Linthorst;Go Ahead Eagles;108;23;NED;DM, M (RC);Eredivisie
14432;Kaj Sierhuis;Fortuna Sittard;114;25;NED;ST (C);Eredivisie
14435;Ryan Flamingo;FC Utrecht;119;20;NED;D (C), DM;Eredivisie
14436;Fodé Fofana;Vitesse;111;20;NED;AM (RL), ST (C);Eredivisie
14437;Thomas Beelen;Feyenoord;127;22;NED;D (C), DM, M (C);Eredivisie
14438;Syb van Ottele;sc Heerenveen;106;21;NED;D (C), DM;Eredivisie
14440;Sontje Hansen;N.E.C. Nijmegen;111;21;NED;AM (RLC), ST (C);Eredivisie
14441;Denzel Hall;sc Heerenveen;109;22;NED;D (RC), WB (R);Eredivisie
14442;Jay Gorter;Ajax;117;23;NED;GK;Eredivisie
14445;Gabriël Misehouy;Ajax;115;17;NED;M (C), AM (RLC), ST (C);Eredivisie
14449;Luuk Brouwers;sc Heerenveen;116;25;NED;DM, M (C);Eredivisie
14452;Mees de Wit;AZ;128;25;NED;D/WB/M/AM (L);Eredivisie
14453;Julian Lelieveld;RKC Waalwijk;113;25;NED;D/WB (R);Eredivisie
14455;Luuk Koopmans;Fortuna Sittard;102;29;NED;GK;Eredivisie
14456;Hobie Verhulst;AZ;117;30;NED;GK;Eredivisie
14457;Michiel Kramer;RKC Waalwijk;112;34;NED;ST (C);Eredivisie
14461;Erwin Mulder;Go Ahead Eagles;109;34;NED;GK;Eredivisie
14464;Tygo Land;PSV;110;17;NED;DM, M/AM (C);Eredivisie
14469;Ole Romeny;FC Utrecht;119;23;NED;AM (RLC), ST (C);Eredivisie
14471;Thomas Bruns;Heracles Almelo;112;31;NED;M/AM (C);Eredivisie
14473;Stijn van Gassel;Excelsior;117;26;NED;GK;Eredivisie
14475;Fabian de Keijzer;Heracles Almelo;108;23;NED;GK;Eredivisie
14480;Daan Rots;FC Twente;116;21;NED;M (R), AM (RLC);Eredivisie
14482;Jayden Braaf;Fortuna Sittard;112;20;NED;AM (RL), ST (C);Eredivisie
14489;Denilho Cleonise;RKC Waalwijk;111;21;NED;AM (RLC);Eredivisie
14490;Sam Kersten;PEC Zwolle;104;25;NED;D (C);Eredivisie
